Identifier,Title,Start date,End date,Number of deaths,Incident_Type,State,number_of_death,Incident Duration,Month_Year,Day_of_Week,Year
IBD030504,"Boy Drowns, FCT (Abuja)",2024-08-12,2024-08-12,1,Boy Drowns, FCT (Abuja),1,0,2024-08,Monday,2024
IBD030456,"Gunmen vs Doctor, Kaduna",2024-08-12,2024-08-12,1,Gunmen vs Doctor, Kaduna,1,0,2024-08,Monday,2024
IBD030467,"Army vs Boko Haram, Borno",2024-08-12,2024-08-12,5,Army vs Boko Haram, Borno,5,0,2024-08,Monday,2024
IBD030478,"Communal Clash, Enugu",2024-08-12,2024-08-12,4,Communal Clash, Enugu,4,0,2024-08,Monday,2024
IBD030498,"Drowns, Jigawa",2024-08-12,2024-08-12,2,Drowns, Jigawa,2,0,2024-08,Monday,2024
IBD030473,"Gunmen vs Monarch, Kogi",2024-08-12,2024-08-12,1,Gunmen vs Monarch, Kogi,1,0,2024-08,Monday,2024
IBD030469,"Flooding, Bauchi",2024-08-12,2024-08-12,1,Flooding, Bauchi,1,0,2024-08,Monday,2024
IBD030453,"Guard, Osun",2024-08-12,2024-08-12,1,Guard, Osun,1,0,2024-08,Monday,2024
IBD030490,"Flooding Kills 1, Jigawa",2024-08-11,2024-08-12,1,Flooding Kills 1, Jigawa,1,1,2024-08,Sunday,2024
IBD030496,"Flooding, Jigawa",2024-08-11,2024-08-12,1,Flooding, Jigawa,1,1,2024-08,Sunday,2024
IBD030454,"Banditry, Niger",2024-08-11,2024-08-11,1,Banditry, Niger,1,0,2024-08,Sunday,2024
IBD030476,"Bandits Kill Farm Manager, Niger",2024-08-11,2024-08-11,1,Bandits Kill Farm Manager, Niger,1,0,2024-08,Sunday,2024
IBD030492,"Flooding, Jigawa",2024-08-11,2024-08-12,1,Flooding, Jigawa,1,1,2024-08,Sunday,2024
IBD030486,"Flooding, Jigawa",2024-08-11,2024-08-11,2,Flooding, Jigawa,2,0,2024-08,Sunday,2024
IBD030450,"Flooding/Building Collapse, Jigawa",2024-08-11,2024-08-11,2,Flooding/Building Collapse, Jigawa,2,0,2024-08,Sunday,2024
IBD030465,"Banditry, Kaduna",2024-08-11,2024-08-11,1,Banditry, Kaduna,1,0,2024-08,Sunday,2024
IBD030462,"Cult Clash, Ogun",2024-08-11,2024-08-11,1,Cult Clash, Ogun,1,0,2024-08,Sunday,2024
IBD030485,"Flooding Kills 1, Jigawa",2024-08-11,2024-08-11,2,Flooding Kills 1, Jigawa,2,0,2024-08,Sunday,2024
IBD030497,"Flooding, Jigawa",2024-08-11,2024-08-11,1,Flooding, Jigawa,1,0,2024-08,Sunday,2024
IBD030488,"Flooding Kills 1, Jiagawa",2024-08-11,2024-08-11,2,Flooding Kills 1, Jiagawa,2,0,2024-08,Sunday,2024
IBD030424,"Auto Crash, Abia",2024-08-11,2024-08-11,7,Auto Crash, Abia,7,0,2024-08,Sunday,2024
IBD030475,"Gunmen Kill 1, Benue",2024-08-11,2024-08-11,1,Gunmen Kill 1, Benue,1,0,2024-08,Sunday,2024
IBD030494,"Flooding, Jigawa",2024-08-11,2024-08-12,1,Flooding, Jigawa,1,1,2024-08,Sunday,2024
IBD030495,"Flooding, Jigawa",2024-08-11,2024-08-12,1,Flooding, Jigawa,1,1,2024-08,Sunday,2024
IBD030441,"Boat Mishap, Sokoto",2024-08-11,2024-08-11,12,Boat Mishap, Sokoto,12,0,2024-08,Sunday,2024
IBD030489,"Flooding, Jigawa",2024-08-11,2024-08-11,1,Flooding, Jigawa,1,0,2024-08,Sunday,2024
IBD030459,"Auto Crash, Ekiti",2024-08-11,2024-08-11,1,Auto Crash, Ekiti,1,0,2024-08,Sunday,2024
IBD030480,"Ritual Killing, Oyo",2024-08-11,2024-08-11,1,Ritual Killing, Oyo,1,0,2024-08,Sunday,2024
IBD030493,"Flooding, Jigawa",2024-08-11,2024-08-11,1,Flooding, Jigawa,1,0,2024-08,Sunday,2024
IBD030482,"Hunters vs Thief, Yobe",2024-08-11,2024-08-11,2,Hunters vs Thief, Yobe,2,0,2024-08,Sunday,2024
IBD030455,"Banditry, Niger",2024-08-11,2024-08-11,1,Banditry, Niger,1,0,2024-08,Sunday,2024
IBD030483,"Mob vs Motorcycle Thief, FCT (Abuja)",2024-08-11,2024-08-11,1,Mob vs Motorcycle Thief, FCT (Abuja),1,0,2024-08,Sunday,2024
IBD030440,"Four Die, Imo",2024-08-10,2024-08-10,4,Four Die, Imo,4,0,2024-08,Saturday,2024
IBD030449,"Herders vs Farmer, Ondo",2024-08-10,2024-08-10,1,Herders vs Farmer, Ondo,1,0,2024-08,Saturday,2024
IBD030506,"Banditry, Kaduna",2024-08-10,2024-08-10,1,Banditry, Kaduna,1,0,2024-08,Saturday,2024
IBD030443,"Bandit vs Army, Sokoto",2024-08-10,2024-08-10,4,Bandit vs Army, Sokoto,4,0,2024-08,Saturday,2024
IBD030447,"Drown, Jigawa",2024-08-10,2024-08-10,3,Drown, Jigawa,3,0,2024-08,Saturday,2024
IBD030445,"Food Poisoning, Sokoto",2024-08-10,2024-08-10,7,Food Poisoning, Sokoto,7,0,2024-08,Saturday,2024
IBD030446,"Ritual Killing, Oyo",2024-08-10,2024-08-10,1,Ritual Killing, Oyo,1,0,2024-08,Saturday,2024
IBD030536,"Ritual Killing, Kwara",2024-08-09,2024-08-09,1,Ritual Killing, Kwara,1,0,2024-08,Friday,2024
IBD030461,"Hoodlums Clash, Niger",2024-08-09,2024-08-09,3,Hoodlums Clash, Niger,3,0,2024-08,Friday,2024
IBD030429,"Auto Crash, Kaduna",2024-08-09,2024-08-09,11,Auto Crash, Kaduna,11,0,2024-08,Friday,2024
IBD030442,"Cult Killing, Ogun",2024-08-09,2024-08-09,2,Cult Killing, Ogun,2,0,2024-08,Friday,2024
IBD030432,"Gunmen vs Humanitarian Worker, Benue",2024-08-09,2024-08-09,1,Gunmen vs Humanitarian Worker, Benue,1,0,2024-08,Friday,2024
IBD030430,"Gunmen vs Police, Anambra",2024-08-09,2024-08-09,1,Gunmen vs Police, Anambra,1,0,2024-08,Friday,2024
IBD030416,"Gunmen Attack, FCT (Abuja)",2024-08-08,2024-08-08,1,Gunmen Attack, FCT (Abuja),1,0,2024-08,Thursday,2024
IBD030412,"Boat Mishap, Jigawa",2024-08-08,2024-08-08,5,Boat Mishap, Jigawa,5,0,2024-08,Thursday,2024
IBD030422,"Electrocution, Akwa Ibom",2024-08-08,2024-08-08,1,Electrocution, Akwa Ibom,1,0,2024-08,Thursday,2024
IBD030425,"Man Dies, Delta",2024-08-08,2024-08-08,1,Man Dies, Delta,1,0,2024-08,Thursday,2024
IBD030460,"Banditry, Kaduna",2024-08-08,2024-08-08,3,Banditry, Kaduna,3,0,2024-08,Thursday,2024
IBD030423,"Electrocution, Akwa Ibom",2024-08-08,2024-08-08,1,Electrocution, Akwa Ibom,1,0,2024-08,Thursday,2024
IBD030421,"Banditry, Benue",2024-08-08,2024-08-08,50,Banditry, Benue,50,0,2024-08,Thursday,2024
IBD030426,"Gunmen Kill Hotelier, Kwara",2024-08-08,2024-08-08,1,Gunmen Kill Hotelier, Kwara,1,0,2024-08,Thursday,2024
IBD030448,"Boko Haram Attack, Borno",2024-08-08,2024-08-08,2,Boko Haram Attack, Borno,2,0,2024-08,Thursday,2024
IBD030458,"Communal Clash, Kwara",2024-08-08,2024-08-08,2,Communal Clash, Kwara,2,0,2024-08,Thursday,2024
IBD030418,"Vigilantes vs Bandits, Kaduna",2024-08-08,2024-08-08,9,Vigilantes vs Bandits, Kaduna,9,0,2024-08,Thursday,2024
IBD030491,"Police vs Kidnappers, Delta",2024-08-08,2024-08-08,1,Police vs Kidnappers, Delta,1,0,2024-08,Thursday,2024
IBD030431,"Auto Crash, Ogun",2024-08-08,2024-08-08,3,Auto Crash, Ogun,3,0,2024-08,Thursday,2024
IBD030413,"Boat Mishap, Bayelsa",2024-08-07,2024-08-07,20,Boat Mishap, Bayelsa,20,0,2024-08,Wednesday,2024
IBD030415,"Crossdresser Found Dead, FCT (Abuja)",2024-08-07,2024-08-07,1,Crossdresser Found Dead, FCT (Abuja),1,0,2024-08,Wednesday,2024
IBD030407,"Banditry, Kaduna",2024-08-07,2024-08-07,6,Banditry, Kaduna,6,0,2024-08,Wednesday,2024
IBD030419,"Cultist vs Man, Bayelsa",2024-08-07,2024-08-07,1,Cultist vs Man, Bayelsa,1,0,2024-08,Wednesday,2024
IBD030414,"Generator Fume Kills 5, Abia",2024-08-07,2024-08-07,5,Generator Fume Kills 5, Abia,5,0,2024-08,Wednesday,2024
IBD030427,"Gunmen vs Woman, Plateau",2024-08-07,2024-08-07,1,Gunmen vs Woman, Plateau,1,0,2024-08,Wednesday,2024
IBD030410,"Army vs Bandits, Kaduna",2024-08-07,2024-08-07,2,Army vs Bandits, Kaduna,2,0,2024-08,Wednesday,2024
IBD030420,"Hoodlums vs Cyclist, FCT (Abuja)",2024-08-07,2024-08-07,1,Hoodlums vs Cyclist, FCT (Abuja),1,0,2024-08,Wednesday,2024
IBD030400,"Protesters vs Security Operatives, Kaduna",2024-08-06,2024-08-06,1,Protesters vs Security Operatives, Kaduna,1,0,2024-08,Tuesday,2024
IBD030444,"Security Operatives vs Man, Bauchi",2024-08-06,2024-08-06,1,Security Operatives vs Man, Bauchi,1,0,2024-08,Tuesday,2024
IBD030411,"Auto Crash, Ogun",2024-08-06,2024-08-06,1,Auto Crash, Ogun,1,0,2024-08,Tuesday,2024
IBD030409,"Army vs PDP Supporters, Bauchi",2024-08-06,2024-08-06,1,Army vs PDP Supporters, Bauchi,1,0,2024-08,Tuesday,2024
IBD030404,"Food Poisoning, Kogi",2024-08-06,2024-08-06,6,Food Poisoning, Kogi,6,0,2024-08,Tuesday,2024
IBD030401,"Cultists vs Barber, Ogun",2024-08-05,2024-08-05,1,Cultists vs Barber, Ogun,1,0,2024-08,Monday,2024
IBD030403,"Flood Disaster, Kebbi",2024-08-05,2024-08-05,2,Flood Disaster, Kebbi,2,0,2024-08,Monday,2024
IBD030402,"Food Poisoning, Kwara",2024-08-05,2024-08-05,4,Food Poisoning, Kwara,4,0,2024-08,Monday,2024
IBD030463,"Ex-Soldiers vs Tricycle Rider, Borno",2024-08-05,2024-08-05,1,Ex-Soldiers vs Tricycle Rider, Borno,1,0,2024-08,Monday,2024
IBD030481,"Man vs Son, Lagos",2024-08-05,2024-08-05,1,Man vs Son, Lagos,1,0,2024-08,Monday,2024
IBD030408,"Assailants vs Motorcyclists, Ondo",2024-08-05,2024-08-05,2,Assailants vs Motorcyclists, Ondo,2,0,2024-08,Monday,2024
IBD030395,"Protesters vs Security Operatives, Bauchi",2024-08-05,2024-08-05,1,Protesters vs Security Operatives, Bauchi,1,0,2024-08,Monday,2024
IBD030388,"Gunmen Kill Youth Leader, Kogi",2024-08-05,2024-08-05,1,Gunmen Kill Youth Leader, Kogi,1,0,2024-08,Monday,2024
IBD030406,"Bandits Kill Man, Katsina",2024-08-05,2024-08-05,1,Bandits Kill Man, Katsina,1,0,2024-08,Monday,2024
IBD030756,"Ritual Killing, Kogi",2024-08-04,2024-08-04,1,Ritual Killing, Kogi,1,0,2024-08,Sunday,2024
IBD030387,"Corpse Found Inside Well, Kwara",2024-08-04,2024-08-04,1,Corpse Found Inside Well, Kwara,1,0,2024-08,Sunday,2024
IBD030398,"Soldiers vs Kidnappers, Kaduna",2024-08-04,2024-08-04,3,Soldiers vs Kidnappers, Kaduna,3,0,2024-08,Sunday,2024
IBD030503,"Man vs Boy, Bauchi",2024-08-04,2024-08-04,1,Man vs Boy, Bauchi,1,0,2024-08,Sunday,2024
IBD030405,"Herder vs Rustler, Benue",2024-08-03,2024-08-03,1,Herder vs Rustler, Benue,1,0,2024-08,Saturday,2024
IBD030399,"Cult Clash, Delta",2024-08-03,2024-08-04,4,Cult Clash, Delta,4,1,2024-08,Saturday,2024
IBD030384,"Protesters vs Security Operatives, Kano",2024-08-03,2024-08-03,4,Protesters vs Security Operatives, Kano,4,0,2024-08,Saturday,2024
IBD030668,"Stray Bullet, Ebonyi",2024-08-03,2024-08-03,1,Stray Bullet, Ebonyi,1,0,2024-08,Saturday,2024
IBD030396,"Protesters vs Security Operatives, Kano",2024-08-03,2024-08-03,8,Protesters vs Security Operatives, Kano,8,0,2024-08,Saturday,2024
IBD030466,"Boko Haram vs ISWAP, Borno",2024-08-03,2024-08-03,100,Boko Haram vs ISWAP, Borno,100,0,2024-08,Saturday,2024
IBD030386,"Gunmen Kill 7, Imo",2024-08-03,2024-08-03,7,Gunmen Kill 7, Imo,7,0,2024-08,Saturday,2024
IBD030393,"Bandits Kill Farmers, Sokoto",2024-08-02,2024-08-02,8,Bandits Kill Farmers, Sokoto,8,0,2024-08,Friday,2024
IBD030389,"Baby Corpse, FCT (Abuja)",2024-08-02,2024-08-02,1,Baby Corpse, FCT (Abuja),1,0,2024-08,Friday,2024
IBD030417,"Army vs Boko Haram, Borno",2024-08-02,2024-08-02,10,Army vs Boko Haram, Borno,10,0,2024-08,Friday,2024
IBD030437,"Electrocution, Lagos",2024-08-02,2024-08-02,1,Electrocution, Lagos,1,0,2024-08,Friday,2024
IBD030372,"Protesters vs Security Operatives, Abuja",2024-08-01,2024-08-01,1,Protesters vs Security Operatives, Abuja,1,0,2024-08,Thursday,2024
IBD030371,"Protesters vs Security Operatives, Kano",2024-08-01,2024-08-01,1,Protesters vs Security Operatives, Kano,1,0,2024-08,Thursday,2024
IBD031787,"Political Crisis, Kano",2024-08-01,2024-08-10,10,Political Crisis, Kano,10,9,2024-08,Thursday,2024
IBD030390,"Banditary, Kaduna",2024-08-01,2024-08-01,1,Banditary, Kaduna,1,0,2024-08,Thursday,2024
IBD030366,"Protesters vs Security Operatives, Kaduna",2024-08-01,2024-08-01,3,Protesters vs Security Operatives, Kaduna,3,0,2024-08,Thursday,2024
IBD030464,"Food Poisoning, Gombe",2024-08-01,2024-08-01,1,Food Poisoning, Gombe,1,0,2024-08,Thursday,2024
IBD030369,"Protesters vs Security Operatives, Jigawa",2024-08-01,2024-08-01,3,Protesters vs Security Operatives, Jigawa,3,0,2024-08,Thursday,2024
IBD030397,"Protesters vs Security Operatives, Niger",2024-08-01,2024-08-01,3,Protesters vs Security Operatives, Niger,3,0,2024-08,Thursday,2024
IBD030362,"Protesters vs Security Operatives, Niger",2024-08-01,2024-08-01,5,Protesters vs Security Operatives, Niger,5,0,2024-08,Thursday,2024
IBD030385,"Protesters vs Security Operatives, Katsina",2024-08-01,2024-08-01,1,Protesters vs Security Operatives, Katsina,1,0,2024-08,Thursday,2024
IBD030684,"Flood Disaster, Yobe",2024-08-01,2024-08-31,20,Flood Disaster, Yobe,20,30,2024-08,Thursday,2024
IBD030367,"Protesters vs Security Operatives, Kebbi",2024-08-01,2024-08-01,1,Protesters vs Security Operatives, Kebbi,1,0,2024-08,Thursday,2024
IBD030364,"Protesters vs Security Operatives, Borno",2024-08-01,2024-08-01,4,Protesters vs Security Operatives, Borno,4,0,2024-08,Thursday,2024
IBD030374,"Boko Haram Suicide Attack, Borno",2024-07-31,2024-07-31,16,Boko Haram Suicide Attack, Borno,16,0,2024-07,Wednesday,2024
IBD030373,"Soldiers vs Bandits, Kaduna",2024-07-31,2024-07-31,2,Soldiers vs Bandits, Kaduna,2,0,2024-07,Wednesday,2024
IBD030428,"Boat Mishap, Rivers",2024-07-30,2024-07-30,1,Boat Mishap, Rivers,1,0,2024-07,Tuesday,2024
IBD030375,"One Killed, Lagos",2024-07-30,2024-07-30,1,One Killed, Lagos,1,0,2024-07,Tuesday,2024
IBD030354,"Gunmen Attack, Imo",2024-07-30,2024-07-30,1,Gunmen Attack, Imo,1,0,2024-07,Tuesday,2024
IBD030382,"Gunmen Attack, Imo",2024-07-30,2024-07-30,3,Gunmen Attack, Imo,3,0,2024-07,Tuesday,2024
IBD030377,"Soldiers vs Bandit, Taraba",2024-07-30,2024-07-30,1,Soldiers vs Bandit, Taraba,1,0,2024-07,Tuesday,2024
IBD030352,"Gunmen Attack, Delta",2024-07-30,2024-07-30,2,Gunmen Attack, Delta,2,0,2024-07,Tuesday,2024
IBD030358,"Soldiers Kill Bandit, Benue",2024-07-30,2024-07-30,1,Soldiers Kill Bandit, Benue,1,0,2024-07,Tuesday,2024
IBD030379,"Hoodlums Clash, Gombe",2024-07-30,2024-07-30,3,Hoodlums Clash, Gombe,3,0,2024-07,Tuesday,2024
IBD030365,"Banditry, Sokoto",2024-07-30,2024-07-30,2,Banditry, Sokoto,2,0,2024-07,Tuesday,2024
IBD030363,"Domestic Staff vs Boss, Lagos",2024-07-30,2024-07-30,1,Domestic Staff vs Boss, Lagos,1,0,2024-07,Tuesday,2024
IBD030380,"Food Poisoning, Anambra",2024-07-29,2024-07-29,5,Food Poisoning, Anambra,5,0,2024-07,Monday,2024
IBD030360,"Domestic Violence, Niger",2024-07-29,2024-07-29,1,Domestic Violence, Niger,1,0,2024-07,Monday,2024
IBD030350,"Soldiers vs Gunmen, Abia",2024-07-29,2024-07-29,1,Soldiers vs Gunmen, Abia,1,0,2024-07,Monday,2024
IBD030349,"Tiv Hoolums vs Farmer, Nasarawa",2024-07-29,2024-07-29,1,Tiv Hoolums vs Farmer, Nasarawa,1,0,2024-07,Monday,2024
IBD030359,"Boko Haram Explosion, Borno",2024-07-29,2024-07-29,1,Boko Haram Explosion, Borno,1,0,2024-07,Monday,2024
IBD030355,"Auto Crash, Cross River",2024-07-29,2024-07-29,3,Auto Crash, Cross River,3,0,2024-07,Monday,2024
IBD030353,"Domestic Violence, FCT (Abuja)",2024-07-29,2024-07-29,1,Domestic Violence, FCT (Abuja),1,0,2024-07,Monday,2024
IBD030370,"Herder vs Farmer, FCT (Abuja)",2024-07-29,2024-07-29,1,Herder vs Farmer, FCT (Abuja),1,0,2024-07,Monday,2024
IBD030368,"Auto Crash, Bauchi",2024-07-29,2024-07-29,4,Auto Crash, Bauchi,4,0,2024-07,Monday,2024
IBD030346,"Gunmen vs Police, Imo",2024-07-29,2024-07-29,5,Gunmen vs Police, Imo,5,0,2024-07,Monday,2024
IBD030484,"Man Dies, Edo",2024-07-29,2024-07-29,1,Man Dies, Edo,1,0,2024-07,Monday,2024
IBD030342,"Army vs Boko Haram, Borno",2024-07-28,2024-07-28,8,Army vs Boko Haram, Borno,8,0,2024-07,Sunday,2024
IBD030394,"Inferno, Ogun",2024-07-28,2024-07-28,1,Inferno, Ogun,1,0,2024-07,Sunday,2024
IBD030356,"Cult Killings, Anambra",2024-07-28,2024-07-29,4,Cult Killings, Anambra,4,1,2024-07,Sunday,2024
IBD030348,"Hospital Negligence, FCT",2024-07-28,2024-07-28,1,Hospital Negligence, FCT,1,0,2024-07,Sunday,2024
IBD030333,"Boko Haram Attack, Borno",2024-07-28,2024-07-28,2,Boko Haram Attack, Borno,2,0,2024-07,Sunday,2024
IBD030381,"Female Caterer Murdered, Ondo",2024-07-28,2024-07-28,1,Female Caterer Murdered, Ondo,1,0,2024-07,Sunday,2024
IBD030344,"Army vs Robbers, Ebonyi",2024-07-28,2024-07-28,1,Army vs Robbers, Ebonyi,1,0,2024-07,Sunday,2024
IBD030361,"Corpse Found, Kaduna",2024-07-28,2024-07-28,2,Corpse Found, Kaduna,2,0,2024-07,Sunday,2024
IBD030337,"Auto Crash, Ogun",2024-07-28,2024-07-28,1,Auto Crash, Ogun,1,0,2024-07,Sunday,2024
IBD030338,"Auto Crash, Ogun",2024-07-28,2024-07-28,1,Auto Crash, Ogun,1,0,2024-07,Sunday,2024
IBD030347,"Hunters vs Man, Taraba",2024-07-27,2024-07-27,4,Hunters vs Man, Taraba,4,0,2024-07,Saturday,2024
IBD030332,"Building Collapse, Jigawa",2024-07-27,2024-07-27,3,Building Collapse, Jigawa,3,0,2024-07,Saturday,2024
IBD030341,"Mob vs Armed Robber, Benue",2024-07-27,2024-07-27,1,Mob vs Armed Robber, Benue,1,0,2024-07,Saturday,2024
IBD030343,"Police vs Bandits, Benue",2024-07-27,2024-07-27,6,Police vs Bandits, Benue,6,0,2024-07,Saturday,2024
IBD030331,"Explosion, Yobe",2024-07-26,2024-07-26,1,Explosion, Yobe,1,0,2024-07,Friday,2024
IBD030336,"Female Undergraduate, Bauchi",2024-07-26,2024-07-26,1,Female Undergraduate, Bauchi,1,0,2024-07,Friday,2024
IBD030325,"Auto Crash, Niger",2024-07-25,2024-07-25,1,Auto Crash, Niger,1,0,2024-07,Thursday,2024
IBD030320,"Vigilantes vs Kidnappers, Edo",2024-07-25,2024-07-25,1,Vigilantes vs Kidnappers, Edo,1,0,2024-07,Thursday,2024
IBD030339,"Gunmen Kill Officer, Kebbi",2024-07-25,2024-07-25,1,Gunmen Kill Officer, Kebbi,1,0,2024-07,Thursday,2024
IBD030357,"Police vs Kidnappers, Delta",2024-07-25,2024-07-25,1,Police vs Kidnappers, Delta,1,0,2024-07,Thursday,2024
IBD030340,"Gunmen vs Vigilantes, Nasarawa",2024-07-25,2024-07-25,1,Gunmen vs Vigilantes, Nasarawa,1,0,2024-07,Thursday,2024
IBD030345,"Hoodlums Kill Teacher, FCT (Abuja)",2024-07-25,2024-07-25,1,Hoodlums Kill Teacher, FCT (Abuja),1,0,2024-07,Thursday,2024
IBD030322,"Medical Negligence, Oyo",2024-07-25,2024-07-25,1,Medical Negligence, Oyo,1,0,2024-07,Thursday,2024
IBD030310,"Building Collapse, Lagos",2024-07-25,2024-07-25,5,Building Collapse, Lagos,5,0,2024-07,Thursday,2024
IBD030318,"Auto Crash, Kogi",2024-07-25,2024-07-25,5,Auto Crash, Kogi,5,0,2024-07,Thursday,2024
IBD030317,"Security Operatives vs Bandits, Niger",2024-07-24,2024-07-24,65,Security Operatives vs Bandits, Niger,65,0,2024-07,Wednesday,2024
IBD030335,"Building Collapse, Delta",2024-07-24,2024-07-24,1,Building Collapse, Delta,1,0,2024-07,Wednesday,2024
IBD030321,"Gunmen Attack, Nasarawa",2024-07-24,2024-07-24,15,Gunmen Attack, Nasarawa,15,0,2024-07,Wednesday,2024
IBD030323,"Gunmen Kill Man, Delta",2024-07-24,2024-07-24,1,Gunmen Kill Man, Delta,1,0,2024-07,Wednesday,2024
IBD030314,"Chieftaincy Tittle, Osun",2024-07-23,2024-07-23,2,Chieftaincy Tittle, Osun,2,0,2024-07,Tuesday,2024
IBD030319,"Soldiers vs Bandits, Kaduna",2024-07-23,2024-07-23,2,Soldiers vs Bandits, Kaduna,2,0,2024-07,Tuesday,2024
IBD030316,"Auto Crash, Edo",2024-07-23,2024-07-23,1,Auto Crash, Edo,1,0,2024-07,Tuesday,2024
IBD030328,"Army vs ISWAP/Boko Haram, Borno",2024-07-23,2024-07-23,13,Army vs ISWAP/Boko Haram, Borno,13,0,2024-07,Tuesday,2024
IBD031229,"Robbery Gang Kills Man, Oyo",2024-07-23,2024-07-23,1,Robbery Gang Kills Man, Oyo,1,0,2024-07,Tuesday,2024
IBD030311,"Corpse Found, Rivers",2024-07-23,2024-07-23,1,Corpse Found, Rivers,1,0,2024-07,Tuesday,2024
IBD030392,"Kidnappers Kill 1, Ekiti",2024-07-23,2024-07-23,1,Kidnappers Kill 1, Ekiti,1,0,2024-07,Tuesday,2024
IBD030313,"Boat Mishap, Ebonyi",2024-07-23,2024-07-23,1,Boat Mishap, Ebonyi,1,0,2024-07,Tuesday,2024
IBD030297,"Auto Crash, Ondo",2024-07-22,2024-07-22,2,Auto Crash, Ondo,2,0,2024-07,Monday,2024
IBD030334,"Man vs Grandpa, Osun",2024-07-22,2024-07-22,1,Man vs Grandpa, Osun,1,0,2024-07,Monday,2024
IBD030307,"Auto Crash, FCT (Abuja)",2024-07-22,2024-07-22,2,Auto Crash, FCT (Abuja),2,0,2024-07,Monday,2024
IBD030391,"Suitor vs Woman, Kano",2024-07-22,2024-07-22,1,Suitor vs Woman, Kano,1,0,2024-07,Monday,2024
IBD030295,"Businessman, Bayelsa",2024-07-22,2024-07-22,1,Businessman, Bayelsa,1,0,2024-07,Monday,2024
IBD030302,"Woman Found Dead, Plateau",2024-07-21,2024-07-21,1,Woman Found Dead, Plateau,1,0,2024-07,Sunday,2024
IBD030306,"Thugs vs Man, Anambra",2024-07-21,2024-07-21,1,Thugs vs Man, Anambra,1,0,2024-07,Sunday,2024
IBD030299,"Man vs Friend, Adamawa",2024-07-21,2024-07-21,1,Man vs Friend, Adamawa,1,0,2024-07,Sunday,2024
IBD030305,"Police vs Bandits, Benue",2024-07-21,2024-07-21,3,Police vs Bandits, Benue,3,0,2024-07,Sunday,2024
IBD030304,"Police vs Father, Borno",2024-07-21,2024-07-21,1,Police vs Father, Borno,1,0,2024-07,Sunday,2024
IBD030293,"Gunmen vs Student, Ondo",2024-07-21,2024-07-21,1,Gunmen vs Student, Ondo,1,0,2024-07,Sunday,2024
IBD030291,"Gunmen Attack, Abia",2024-07-21,2024-07-21,6,Gunmen Attack, Abia,6,0,2024-07,Sunday,2024
IBD030326,"Land Dispute, Nasarawa",2024-07-20,2024-07-20,2,Land Dispute, Nasarawa,2,0,2024-07,Saturday,2024
IBD030188,"Auto Crash, Anambra",2024-07-20,2024-07-20,1,Auto Crash, Anambra,1,0,2024-07,Saturday,2024
IBD030282,"Kidnappers Kill 2, Ondo",2024-07-20,2024-07-20,2,Kidnappers Kill 2, Ondo,2,0,2024-07,Saturday,2024
IBD030284,"Bandits Kill 18, Benue",2024-07-19,2024-07-19,18,Bandits Kill 18, Benue,18,0,2024-07,Friday,2024
IBD030286,"Man Kill friend, Kaduna",2024-07-19,2024-07-19,1,Man Kill friend, Kaduna,1,0,2024-07,Friday,2024
IBD030308,"Army vs Bandits, Kaduna",2024-07-19,2024-07-19,8,Army vs Bandits, Kaduna,8,0,2024-07,Friday,2024
IBD030285,"Gunmen Kill Traditional Ruler, Taraba",2024-07-19,2024-07-19,2,Gunmen Kill Traditional Ruler, Taraba,2,0,2024-07,Friday,2024
IBD030269,"Auto Crash, Kwara",2024-07-18,2024-07-18,2,Auto Crash, Kwara,2,0,2024-07,Thursday,2024
IBD030271,"Gunmen vs Policeman, Edo",2024-07-18,2024-07-18,1,Gunmen vs Policeman, Edo,1,0,2024-07,Thursday,2024
IBD030315,"Flood Disaster, Ebonyi",2024-07-18,2024-07-20,1,Flood Disaster, Ebonyi,1,2,2024-07,Thursday,2024
IBD030274,"Gunmen Kill Soldier, Plateau",2024-07-17,2024-07-17,1,Gunmen Kill Soldier, Plateau,1,0,2024-07,Wednesday,2024
IBD030272,"Man vs Grandfather, Borno",2024-07-17,2024-07-17,1,Man vs Grandfather, Borno,1,0,2024-07,Wednesday,2024
IBD030273,"Woman vs Husband, Borno",2024-07-17,2024-07-17,1,Woman vs Husband, Borno,1,0,2024-07,Wednesday,2024
IBD030309,"Witchcraft, Adamawa",2024-07-17,2024-07-17,3,Witchcraft, Adamawa,3,0,2024-07,Wednesday,2024
IBD030327,"Gunmen Attack, Benue",2024-07-17,2024-07-17,6,Gunmen Attack, Benue,6,0,2024-07,Wednesday,2024
IBD030260,"Inferno, Kano",2024-07-17,2024-07-17,3,Inferno, Kano,3,0,2024-07,Wednesday,2024
IBD030378,"Kidnap VIctim, Ekiti",2024-07-16,2024-07-16,1,Kidnap VIctim, Ekiti,1,0,2024-07,Tuesday,2024
IBD030219,"Kidnappers vs Passenger, Ondo",2024-07-16,2024-07-16,2,Kidnappers vs Passenger, Ondo,2,0,2024-07,Tuesday,2024
IBD030278,"Hunters vs Bandits, Kaduna",2024-07-16,2024-07-16,1,Hunters vs Bandits, Kaduna,1,0,2024-07,Tuesday,2024
IBD030267,"Man Kills Rival, Delta",2024-07-16,2024-07-16,2,Man Kills Rival, Delta,2,0,2024-07,Tuesday,2024
